User,Edited Articles,Total Edits,Total Minors
79.221.149.183,1,1,0
217.246.45.64,1,1,0
217.231.244.49,1,1,0
SeSchu,1,1,1
84.56.129.146,1,1,0
80.128.229.150,1,1,0
217.234.105.97,1,1,0
84.140.203.162,1,1,0
79.192.111.174,1,1,0
87.187.42.36,1,1,0
94.20.21.38,1,1,0
80.139.127.215,1,1,0
196.209.254.2,1,1,0
Valtental,1,1,1
188.183.136.103,1,1,0
DALIBRI,1,1,1
2003:E7:6F41:7E01:ECF0:B121:1D5A:6E3B,1,1,0
79.199.116.133,1,1,0
79.245.172.113,1,1,0
80.143.114.75,1,1,0
89.247.63.128,1,1,0
85.180.85.32,1,1,0
2A02:8108:98BF:F8E8:4DC6:5B25:D8A5:509F,1,1,0
Ralph Waldo,1,1,1
79.231.88.61,1,1,0
Manticora,1,1,0
79.234.173.135,1,1,0
Jediritter121,1,1,0
91.0.7.238,1,1,0
87.160.23.59,1,1,0
64.216.119.125,1,1,0
85.177.88.119,1,1,0
78.55.65.183,1,1,0
80.135.64.122,1,1,0
2003:79:8F36:C76:8CDB:FA4D:651E:A3A3,1,1,0
Florian H,1,1,1
83.189.102.3,1,1,0
85.22.5.48,1,1,0
213.54.109.127,1,1,0
80.136.174.159,1,1,0
84.148.36.139,1,1,0
Sikilai,1,1,1
87.151.231.219,1,1,0
95.91.46.46,1,1,0
80.143.195.83,1,1,0
84.133.162.228,1,1,0
84.75.129.243,1,1,0
84.156.219.225,1,1,0
84.176.151.160,1,1,0
Mupper,1,1,1
95.117.43.100,1,1,0
193.171.43.41,1,1,0
84.147.251.123,1,1,0
80.136.182.134,1,1,0
84.165.245.108,1,1,0
83.129.58.165,1,1,0
83.109.148.211,1,1,0
Svenskan,1,1,0
78.94.110.131,1,1,0
Ernio48,1,1,0
79.222.38.82,1,1,0
95.222.255.188,1,1,0
80.9.110.143,1,1,0
84.58.126.208,1,1,0
77.22.18.189,1,1,0
141.47.242.65,1,1,0
80.145.80.120,1,1,0
87.188.79.228,1,1,0
95.117.215.197,1,1,0
Dekleeschen,1,1,0
80.135.233.39,1,1,0
84.159.212.23,1,1,0
2003:75:2C00:4D32:6980:46DA:E1DD:EFB3,1,1,0
46.114.15.67,1,1,0
213.221.65.71,1,1,0
Julien Demade,1,1,0
217.94.102.82,1,1,0
McField,1,1,0
93.200.211.157,1,1,0
84.63.98.52,1,1,0
2001:4DD7:18F5:0:5915:43C6:9D82:D636,1,1,0
NosyBot,1,1,0
93.207.1.27,1,1,0
91.55.248.141,1,1,0
85.181.13.34,1,1,0
91.5.96.236,1,1,0
195.8.104.5,1,1,0
80.137.174.25,1,1,0
89.14.6.122,1,1,0
87.78.93.162,1,1,0
84.171.50.183,1,1,0
178.26.184.212,1,1,0
93.209.19.147,1,1,0
188.192.240.153,1,1,0
Forrestkirby,1,1,1
213.39.129.84,1,1,0
85.180.161.73,1,1,0
84.148.49.243,1,1,0
84.187.11.36,1,1,0
87.161.43.239,1,1,0
89.12.239.192,1,1,0
Zwölfvolt,1,1,0
88.152.156.154,1,1,0
2003:E7:EF2E:A754:C0D3:C456:1FF5:8556,1,1,0
194.175.223.51,1,1,0
87.162.37.124,1,1,0
91.64.14.10,1,1,0
85.179.234.200,1,1,0
211.72.108.3,1,1,0
217.185.88.189,1,1,0
2A02:810D:A7C0:144:28BA:7A30:53EB:68A,1,1,0
93.86.231.148,1,1,0
176.94.102.171,1,1,0
80.134.94.220,1,1,0
Anton Maienfeldt,1,1,1
92.72.50.131,1,1,0
Lawa,1,1,0
80.171.46.104,1,1,0
87.189.237.253,1,1,0
91.1.242.41,1,1,0
84.158.187.247,1,1,0
2A02:8071:819B:9B00:7461:9296:FCE4:6BE3,1,1,0
95.223.69.55,1,1,0
91.32.138.56,1,1,0
Sportfreak66,1,1,0
46.115.12.233,1,1,0
84.133.205.211,1,1,0
213.6.141.211,1,1,0
79.222.247.231,1,1,0
212.23.104.247,1,1,0
213.209.70.69,1,1,0
92.224.177.74,1,1,0
77.22.175.168,1,1,0
87.154.66.247,1,1,0
134.130.125.41,1,1,0
Trobert,1,1,0
178.19.236.7,1,1,0
217.91.68.240,1,1,0
93.202.63.103,1,1,0
89.55.238.37,1,1,0
89.12.143.170,1,1,0
93.192.185.174,1,1,0
62.167.203.90,1,1,0
2001:16B8:2226:7000:A1EB:8B7:60F5:62C2,1,1,0
62.46.118.47,1,1,0
91.5.251.9,1,1,0
92.200.94.210,1,1,0
84.144.1.213,1,1,0
78.52.237.211,1,1,0
82.83.41.64,1,1,0
Tdoc,1,1,1
87.152.184.187,1,1,0
84.187.224.144,1,1,0
85.179.79.230,1,1,0
Outport,1,1,1
Gbrauner,1,1,0
Talbot~dewiki,1,1,0
91.0.213.35,1,1,0
84.135.10.4,1,1,0
84.141.237.228,1,1,0
Yihaa mobil,1,1,0
91.101.28.116,1,1,0
92.116.97.136,1,1,0
130.60.142.62,1,1,0
84.160.135.217,1,1,0
62.214.204.180,1,1,0
85.181.203.44,1,1,0
94.16.72.22,1,1,0
92.224.193.244,1,1,0
78.54.48.18,1,1,0
217.231.149.101,1,1,0
84.137.239.124,1,1,0
85.181.2.193,1,1,0
89.54.35.32,1,1,0
84.145.117.171,1,1,0
188.96.15.13,1,1,0
80.142.93.143,1,1,0
Martin schulte,1,1,0
84.188.180.198,1,1,0
Wiesbaden72,1,1,1
92.72.226.61,1,1,0
213.7.155.185,1,1,0
84.191.184.170,1,1,0
213.7.155.188,1,1,0
79.209.125.185,1,1,0
80.130.5.198,1,1,0
DerSpezialist,1,1,1
81.211.222.182,1,1,0
62.134.108.44,1,1,0
84.63.173.162,1,1,0
195.230.179.138,1,1,0
Torsten Werner,1,1,0
217.50.55.86,1,1,0
80.144.209.101,1,1,0
91.11.239.220,1,1,0
87.122.78.165,1,1,0
MathiasNest,1,1,0
SilkeHaller,1,1,0
Buffolini,1,1,1
92.228.6.104,1,1,0
91.3.111.116,1,1,0
91.20.249.122,1,1,0
87.157.199.68,1,1,0
217.255.242.65,1,1,0
130.180.21.174,1,1,0
Dmitri Lytov,1,1,0
Altruist,1,1,1
Flembex,1,1,0
2A02:810B:EC0:194:ACC6:2978:EA5F:44B,1,1,0
129.187.254.13,1,1,0
80.226.245.203,1,1,0
195.174.147.70,1,1,0
2A02:8071:41CD:5B00:5D5C:A5F:CDA3:825F,1,1,0
82.193.239.138,1,1,0
79.245.176.189,1,1,0
193.25.18.234,1,1,0
Robamler,1,1,0
84.171.67.72,1,1,0
2A02:810D:580:19B0:9409:40A9:FACC:BDD3,1,1,0
80.184.27.158,1,1,0
Skyloft,1,1,0
91.52.138.136,1,1,0
89.15.239.103,1,1,0
217.6.156.74,1,1,0
83.124.14.30,1,1,0
2003:E0:A72E:9D00:7491:27CB:F3F4:4EBF,1,1,0
62.227.87.156,1,1,0
Paskal T.,1,1,0
137.99.43.172,1,1,0
195.244.232.242,1,1,0
80.133.174.53,1,1,0
91.15.4.164,1,1,0
91.115.182.123,1,1,0
79.206.243.152,1,1,0
91.248.10.209,1,1,0
147.142.83.51,1,1,0
217.184.65.157,1,1,0
80.137.90.133,1,1,0
Servatus,1,1,0
46.115.128.251,1,1,0
Aveh8,1,1,1
2A00:1830:A001:F002:80:0:0:B001,1,1,0
212.37.49.66,1,1,0
217.194.34.124,1,1,0
80.141.230.225,1,1,0
212.241.80.125,1,1,0
217.234.107.192,1,1,0
37.24.242.76,1,1,0
2.240.25.157,1,1,0
149.229.90.107,1,1,0
93.203.233.214,1,1,0
Minnou,1,1,1
92.78.239.141,1,1,0
Guslar,1,1,0
185.13.106.194,1,1,0
217.225.187.29,1,1,0
Nikephoros,1,1,1
217.162.170.48,1,1,0
80.136.206.234,1,1,0
Norm1,1,1,0
87.173.237.84,1,1,0
Mike2000,1,1,1
83.236.157.194,1,1,0
80.135.134.133,1,1,0
91.50.162.185,1,1,0
79.193.49.186,1,1,0
80.85.202.62,1,1,0
217.238.222.65,1,1,0
62.180.198.52,1,1,0
77.189.203.164,1,1,0
84.190.114.94,1,1,0
91.52.77.15,1,1,0
Wikileo,1,1,0
89.204.138.163,1,1,0
217.232.68.91,1,1,0
91.10.48.129,1,1,0
Flowdge,1,1,1
31.17.188.14,1,1,0
2.162.50.73,1,1,0
84.186.87.53,1,1,0
80.90.56.7,1,1,0
36ophiuchi,1,1,1
94.134.2.215,1,1,0
77.188.113.204,1,1,0
77.188.113.205,1,1,0
217.235.2.239,1,1,0
80.142.20.23,1,1,0
Cinematograph~dewiki,1,1,0
83.77.5.133,1,1,0
85.176.38.111,1,1,0
91.44.174.198,1,1,0
79.192.163.202,1,1,0
91.15.74.19,1,1,0
Seebeer,1,1,0
Dönermann12,1,1,0
79.206.150.134,1,1,0
Patze,1,1,1
Bahnpirat,1,1,1
84.173.111.86,1,1,0
82.82.101.177,1,1,0
Wertarbeit,1,1,0
Umittelstaedt,1,1,0
Alaska,1,1,0
Trabert,1,1,1
89.247.69.152,1,1,0
213.7.188.92,1,1,0
178.1.206.178,1,1,0
85.178.169.109,1,1,0
87.153.75.192,1,1,0
84.153.105.18,1,1,0
Resi,1,1,1
84.137.196.198,1,1,0
Ar291,1,1,0
2A02:8109:4C0:89C:DDB2:5FC2:5E6E:8ED3,1,1,0
85.8.126.57,1,1,0
85.180.19.33,1,1,0
178.8.226.152,1,1,0
46.189.114.51,1,1,0
62.96.63.50,1,1,0
2003:72:EF6C:9969:6850:DF00:2783:BF08,1,1,0
62.216.212.7,1,1,0
84.186.127.88,1,1,0
84.171.233.194,1,1,0
128.214.30.160,1,1,0
88.65.126.79,1,1,0
2A02:810D:923F:FABE:7D16:7D24:CF56:66DF,1,1,0
2A02:8109:9A40:1778:599C:67B1:F679:573C,1,1,0
213.54.162.85,1,1,0
DaBone,1,1,1
188.108.132.126,1,1,0
84.58.22.85,1,1,0
217.227.209.232,1,1,0
84.56.92.83,1,1,0
Paul pasternak,1,1,0
87.185.233.101,1,1,0
122.167.41.165,1,1,0
82.82.34.232,1,1,0
79.206.119.8,1,1,0
84.154.65.147,1,1,0
188.97.5.206,1,1,0
84.177.58.168,1,1,0
84.142.248.112,1,1,0
94.217.193.175,1,1,0
217.253.96.54,1,1,0
85.74.221.220,1,1,0
2A02:908:F770:B860:9554:5A7A:6F44:AF5F,1,1,0
93.222.123.163,1,1,0
89.51.212.184,1,1,0
80.129.85.92,1,1,0
93.199.6.187,1,1,0
88.134.140.64,1,1,0
91.89.2.106,1,1,0
89.57.151.219,1,1,0
217.9.28.211,1,1,0
79.215.100.140,1,1,0
AlwaysOnline,1,1,0
91.89.18.22,1,1,0
87.172.59.195,1,1,0
84.143.211.245,1,1,0
217.230.95.132,1,1,0
62.226.72.9,1,1,0
Plankton314,1,1,1
84.177.190.15,1,1,0
84.73.27.100,1,1,0
93.104.68.31,1,1,0
91.48.198.203,1,1,0
Madkiss,1,1,0
109.46.146.93,1,1,0
80.132.163.149,1,1,0
84.191.181.156,1,1,0
178.3.243.199,1,1,0
84.73.34.218,1,1,0
91.64.214.239,1,1,0
DB111,1,1,1
178.27.243.100,1,1,0
2A02:810D:923F:FABE:713D:2C55:A3AD:3F97,1,1,0
84.84.76.18,1,1,0
2A02:8109:A740:32F0:DD9E:D367:B694:A087,1,1,0
2003:6:231E:E953:60FB:DB58:CB2F:45D9,1,1,0
188.23.7.0,1,1,0
87.79.3.253,1,1,0
91.55.204.11,1,1,0
70.39.185.180,1,1,0
88.65.107.94,1,1,0
77.128.61.86,1,1,0
90.146.108.201,1,1,0
Artur Zahn,1,1,1
Rosilinha 63,1,1,0
Le-max,1,1,1
2003:6B:F56:8201:8CF2:3B59:89AA:3D9E,1,1,0
2003:58:A726:2A66:3DFC:393A:5E3D:131A,1,1,0
91.218.207.51,1,1,0
Richardstber,1,1,0
87.122.87.238,1,1,0
62.134.230.74,1,1,0
88.68.93.99,1,1,0
2003:51:A821:D24:2DE6:BF67:FAE8:67F6,1,1,0
AadaamS,1,1,0
Germano~dewiki,1,1,1
145.254.210.193,1,1,0
217.95.159.231,1,1,0
Zirland,1,1,0
87.186.61.55,1,1,0
79.201.78.229,1,1,0
217.252.139.193,1,1,0
89.60.250.110,1,1,0
84.226.115.225,1,1,0
84.142.168.214,1,1,0
84.188.208.225,1,1,0
E und R,1,1,0
Canacici,1,1,1
24.150.218.59,1,1,0
91.23.150.125,1,1,0
84.63.14.41,1,1,0
212.100.48.6,1,1,0
62.214.15.208,1,1,0
Rocking benny,1,1,1
89.247.140.168,1,1,0
85.178.232.78,1,1,0
91.34.40.181,1,1,0
Mutunus.tutunus,1,1,1
92.225.33.255,1,1,0
84.161.201.148,1,1,0
188.108.208.132,1,1,0
80.140.114.106,1,1,0
85.74.33.89,1,1,0
2.208.153.26,1,1,0
84.176.176.182,1,1,0
84.180.206.2,1,1,0
Gerome69,1,1,0
85.178.16.70,1,1,0
93.135.13.191,1,1,0
Castellow,1,1,0
84.132.207.71,1,1,0
84.171.207.179,1,1,0
194.25.232.249,1,1,0
89.166.177.249,1,1,0
84.157.38.243,1,1,0
83.169.149.89,1,1,0
87.155.129.213,1,1,0
imported>Cienade,1,1,0
91.96.225.126,1,1,0
84.191.189.148,1,1,0
PhiKu,1,1,0
87.79.188.15,1,1,0
213.135.233.196,1,1,0
212.202.175.243,1,1,0
217.93.158.128,1,1,0
Emgo,1,1,1
195.145.172.242,1,1,0
Richi~dewiki,1,1,1
95.33.3.91,1,1,0
RogerOver,1,1,1
Ncnever,1,1,1
84.169.209.14,1,1,0
84.136.180.174,1,1,0
84.176.148.78,1,1,0
93.128.0.170,1,1,0
85.5.116.232,1,1,0
2A02:908:1429:FAC0:19EB:EDC8:7E85:2A36,1,1,0
84.189.85.120,1,1,0
84.155.61.206,1,1,0
203.161.98.118,1,1,0
Marionettenspieler Zwakh,1,1,1
134.93.41.138,1,1,0
Corbit251,1,1,1
85.178.30.169,1,1,0
92.252.22.218,1,1,0
Semlino,1,1,0
Dasmöschteisch,1,1,1
172.184.22.6,1,1,0
Jaybee,1,1,1
188.111.83.60,1,1,0
78.52.149.221,1,1,0
93.214.250.242,1,1,0
78.110.141.162,1,1,0
217.85.254.55,1,1,0
80.187.97.120,1,1,0
78.42.204.68,1,1,0
88.217.98.44,1,1,0
Trendy64,1,1,1
88.66.229.249,1,1,0
80.145.253.64,1,1,0
217.253.255.119,1,1,0
62.245.208.138,1,1,0
Blane,1,1,1
95.223.255.155,1,1,0
89.50.211.210,1,1,0
92.230.123.123,1,1,0
87.185.1.26,1,1,0
178.197.227.39,1,1,0
83.109.157.171,1,1,0
84.146.180.228,1,1,0
MovGP0,1,1,1
92.227.25.30,1,1,0
84.137.117.96,1,1,0
84.167.85.115,1,1,0
188.103.140.202,1,1,0
217.85.134.72,1,1,0
85.176.137.65,1,1,0
91.60.185.112,1,1,0
217.231.12.182,1,1,0
77.22.6.10,1,1,0
212.7.130.126,1,1,0
89.247.114.115,1,1,0
2A02:810B:8340:84C:6936:3C35:1D11:DE43,1,1,0
Dogstar01,1,1,0
217.247.138.213,1,1,0
2003:4D:EE75:3552:31A9:E637:1BE3:1797,1,1,0
Some Wiki Editor,1,1,1
89.246.161.56,1,1,0
84.128.170.230,1,1,0
88.217.25.47,1,1,0
84.183.205.231,1,1,0
80.187.106.121,1,1,0
83.129.30.200,1,1,0
83.253.66.246,1,1,0
2001:A61:20E4:A701:4910:43A5:B402:2CB8,1,1,0
88.134.148.152,1,1,0
91.42.118.164,1,1,0
37.24.36.135,1,1,0
128.176.160.244,1,1,0
217.70.194.98,1,1,0
87.186.49.151,1,1,0
Hoerth,1,1,1
85.197.51.118,1,1,0
213.191.83.2,1,1,0
141.68.5.67,1,1,0
87.179.193.247,1,1,0
Booradley74,1,1,1
109.41.1.60,1,1,0
David Sallaberger,1,1,1
89.204.135.212,1,1,0
217.226.97.107,1,1,0
93.222.124.67,1,1,0
79.248.41.28,1,1,0
92.229.222.133,1,1,0
62.203.101.166,1,1,0
Zabia,1,1,0
Leona-74,1,1,1
Franz Drache,1,1,0
84.56.153.107,1,1,0
79.192.189.209,1,1,0
194.230.201.120,1,1,0
149.172.36.187,1,1,0
Hortmann,1,1,0
Yavoto,1,1,0
80.138.238.1,1,1,0
217.1.5.93,1,1,0
78.53.74.46,1,1,0
93.135.108.82,1,1,0
Greyshark09,1,1,0
84.141.220.251,1,1,0
212.144.51.60,1,1,0
2A02:2028:521:DA01:28A0:47BD:5D2:85D6,1,1,0
DonGatley,1,1,1
Rundschreiber,1,1,0
79.194.196.251,1,1,0
212.9.94.29,1,1,0
Rowlf,1,1,1
93.210.87.122,1,1,0
Struffel,1,1,0
217.81.220.177,1,1,0
87.186.6.198,1,1,0
89.0.160.209,1,1,0
Selbsteiner,1,1,0
212.144.50.84,1,1,0
195.37.234.226,1,1,0
194.50.160.201,1,1,0
80.146.27.72,1,1,0
Linkistinki,1,1,0
DucDuc,1,1,0
Epsilon,1,1,1
80.130.84.53,1,1,0
Volkstreu,1,1,1
80.143.185.210,1,1,0
Lawss,1,1,1
84.154.90.233,1,1,0
62.245.205.130,1,1,0
213.221.69.18,1,1,0
80.130.79.201,1,1,0
Umeier,1,1,1
62.47.225.156,1,1,0
213.189.142.158,1,1,0
ReiseAxelito,1,1,1
84.169.248.163,1,1,0
62.202.182.77,1,1,0
85.176.28.208,1,1,0
Wikiricht,1,1,0
84.148.89.30,1,1,0
89.244.66.15,1,1,0
87.193.15.36,1,1,0
94.15.235.130,1,1,0
81.173.239.96,1,1,0
78.34.5.13,1,1,0
MaTi,1,1,0
85.207.208.243,1,1,0
2003:C6:2BE2:7025:5CBD:EED1:5742:F946,1,1,0
178.4.169.138,1,1,0
194.97.202.108,1,1,0
2A01:598:9904:36F6:D13F:D6F2:D09C:8570,1,1,0
Schmarti,1,1,1
91.21.190.24,1,1,0
HsT,1,1,1
217.85.111.193,1,1,0
Anselm Rapp,1,1,0
12.45.210.10,1,1,0
83.77.224.160,1,1,0
217.93.218.195,1,1,0
178.14.164.38,1,1,0
217.93.218.198,1,1,0
84.146.156.12,1,1,0
Gutmensch,1,1,0
89.53.61.206,1,1,0
89.166.169.44,1,1,0
176.199.70.214,1,1,0
80.129.161.167,1,1,0
85.179.103.23,1,1,0
Roberta F.,1,1,1
37.230.23.119,1,1,0
Blackburn,1,1,1
62.111.227.194,1,1,0
134.169.203.3,1,1,0
178.0.232.25,1,1,0
217.50.164.195,1,1,0
Geryones,1,1,1
77.186.226.181,1,1,0
Benowitsch,1,1,0
80.187.101.106,1,1,0
93.243.219.150,1,1,0
195.4.145.95,1,1,0
89.204.130.71,1,1,0
134.76.148.20,1,1,0
77.21.80.187,1,1,0
62.134.88.155,1,1,0
87.160.253.101,1,1,0
84.153.3.238,1,1,0
195.50.155.96,1,1,0
212.21.166.254,1,1,0
109.192.83.158,1,1,0
Käthe Wohlfahrt,1,1,1
2A02:810A:8C0:958D:A0E1:E60F:4CFE:DB56,1,1,0
190.36.133.152,1,1,0
78.53.109.239,1,1,0
217.225.20.19,1,1,0
79.240.156.36,1,1,0
84.189.15.61,1,1,0
79.192.129.167,1,1,0
Gidolf,1,1,0
80.136.225.165,1,1,0
80.132.139.72,1,1,0
Smokey 31,1,1,1
188.174.150.252,1,1,0
176.10.42.206,1,1,0
92.205.121.213,1,1,0
78.52.228.206,1,1,0
84.59.26.95,1,1,0
Tommazz,1,1,1
Tom Toro,1,1,0
87.167.56.23,1,1,0
84.159.113.39,1,1,0
84.177.129.9,1,1,0
84.56.53.244,1,1,0
2A02:8108:81C0:32D0:38AA:731:5A31:E4DF,1,1,0
138.246.7.106,1,1,0
84.138.9.85,1,1,0
2003:CF:E3D2:A841:1D11:B6D7:2F9F:9BC1,1,1,0
94.44.70.66,1,1,0
87.163.129.28,1,1,0
"Peregrin ""Pippin"" Took",1,1,1
85.179.89.238,1,1,0
Zauberflöte,1,1,1
62.180.160.28,1,1,0
Zivis,1,1,1
93.223.8.225,1,1,0
217.230.67.97,1,1,0
95.118.153.166,1,1,0
84.101.223.100,1,1,0
91.64.138.56,1,1,0
217.84.227.107,1,1,0
84.169.171.171,1,1,0
217.85.151.89,1,1,0
84.180.113.2,1,1,0
212.117.85.60,1,1,0
31.16.176.46,1,1,0
92.77.74.54,1,1,0
213.7.129.174,1,1,0
82.83.236.100,1,1,0
2A02:8070:6183:E280:7D04:8B75:8469:406D,1,1,0
46.21.10.197,1,1,0
91.96.204.124,1,1,0
92.224.130.34,1,1,0
213.177.104.35,1,1,0
Teddy1503,1,1,1
87.187.197.34,1,1,0
94.222.59.201,1,1,0
213.61.40.15,1,1,0
84.130.2.15,1,1,0
84.143.198.140,1,1,0
80.128.226.191,1,1,1
84.153.24.236,1,1,0
79.217.197.158,1,1,0
91.3.233.227,1,1,0
80.145.97.132,1,1,0
83.135.255.111,1,1,0
Eriksven,1,1,0
84.159.207.175,1,1,0
178.202.130.206,1,1,0
212.9.60.124,1,1,0
87.183.162.109,1,1,0
87.145.80.106,1,1,0
217.82.245.42,1,1,0
217.225.118.246,1,1,0
Brunost16,1,1,0
HitlerWarCool,1,1,1
82.113.121.78,1,1,0
83.129.205.208,1,1,0
84.179.224.172,1,1,0
Mynetwork,1,1,1
Phmb,1,1,0
88.152.188.54,1,1,0
178.0.238.167,1,1,0
ArminM,1,1,1
93.214.160.156,1,1,0
Majls1003,1,1,0
Tubeshelp,1,1,1
139.18.27.2,1,1,0
80.185.177.12,1,1,0
217.188.46.230,1,1,0
213.23.120.74,1,1,0
84.166.104.167,1,1,0
84.190.168.230,1,1,0
109.47.195.190,1,1,0
217.226.147.196,1,1,0
84.154.37.177,1,1,0
91.54.250.52,1,1,0
79.235.117.131,1,1,0
80.131.147.225,1,1,0
213.7.145.230,1,1,0
62.176.238.0,1,1,0
82.207.191.74,1,1,0
84.137.64.140,1,1,0
91.62.92.128,1,1,0
84.150.228.249,1,1,0
91.47.72.111,1,1,0
87.185.95.153,1,1,0
85.181.35.18,1,1,0
89.166.241.51,1,1,0
213.39.130.72,1,1,0
Kühlschrank87,1,1,0
84.227.241.233,1,1,0
88.76.127.9,1,1,0
Chmaas,1,1,0
94.219.233.126,1,1,0
217.187.14.47,1,1,0
79.219.231.107,1,1,0
Ketxus,1,1,0
80.135.255.29,1,1,0
Idioma.de,1,1,0
87.77.10.27,1,1,0
92.230.107.137,1,1,0
151.80.57.55,1,1,0
80.129.121.239,1,1,0
80.146.122.193,1,1,0
84.133.69.86,1,1,0
HajoKlabautermann,1,1,1
Ekki01,1,1,1
78.53.14.253,1,1,0
178.3.174.58,1,1,0
84.181.173.106,1,1,0
5.158.150.217,1,1,0
94.16.75.128,1,1,0
87.177.25.161,1,1,0
92.226.43.43,1,1,0
84.186.119.68,1,1,0
2003:CC:A728:755:F45C:CA61:B535:34E9,1,1,0
Joerg!,1,1,0
80.88.69.226,1,1,0
83.79.172.183,1,1,0
STeF72,1,1,1
89.12.241.34,1,1,0
83.236.175.154,1,1,0
91.34.21.183,1,1,0
82.82.226.162,1,1,0
80.184.73.146,1,1,0
80.142.163.194,1,1,0
84.58.71.73,1,1,0
145.254.132.84,1,1,0
FreelancerHamburg,1,1,0
217.245.6.8,1,1,0
Ruestz,1,1,0
217.83.11.85,1,1,0
79.215.225.168,1,1,0
217.83.11.83,1,1,0
89.246.188.236,1,1,0
172.176.209.78,1,1,0
84.56.119.199,1,1,0
PaterSiul,1,1,0
80.136.60.156,1,1,0
84.61.119.208,1,1,0
217.253.108.5,1,1,0
Aknm,1,1,0
188.102.42.97,1,1,0
178.11.2.95,1,1,0
87.166.58.107,1,1,0
2.174.199.124,1,1,0
217.232.29.115,1,1,0
93.104.161.181,1,1,0
80.140.190.107,1,1,0
149.225.158.209,1,1,0
145.254.34.209,1,1,0
130.237.208.247,1,1,0
79.204.81.173,1,1,0
188.96.210.234,1,1,0
213.7.177.239,1,1,0
145.254.34.200,1,1,0
80.109.164.72,1,1,0
Trang Oul,1,1,1
VietFoot,1,1,1
2003:E5:ABCC:67C8:DFF:FC92:7FFA:EB55,1,1,0
188.61.231.44,1,1,0
Jan Wellen,1,1,0
212.144.0.50,1,1,0
Burkgraf,1,1,1
213.54.163.48,1,1,0
84.135.181.168,1,1,0
Hajo Schröter-Naumann,1,1,1
80.187.104.92,1,1,0
77.10.0.36,1,1,0
84.135.15.160,1,1,0
Kelson,1,1,1
193.159.75.170,1,1,0
91.18.172.57,1,1,0
84.57.149.233,1,1,0
83.181.42.116,1,1,0
188.23.86.18,1,1,0
Balticsee,1,1,0
80.140.91.76,1,1,0
Dellex,1,1,1
178.203.63.168,1,1,0
80.136.106.10,1,1,0
84.150.184.118,1,1,0
LastInquisitor,1,1,1
Siegisnald,1,1,1
84.153.112.145,1,1,0
2A02:8108:4A3F:C468:5141:7A72:6C6D:9357,1,1,0
2A02:8109:8900:9C8:780E:9DE:A432:5B75,1,1,0
91.4.79.78,1,1,0
62.178.210.114,1,1,0
178.26.56.38,1,1,0
87.79.233.21,1,1,0
212.194.28.163,1,1,0
Ingocurt,1,1,1
213.23.39.3,1,1,0
217.231.34.230,1,1,0
84.176.166.46,1,1,0
217.226.199.198,1,1,0
91.40.197.187,1,1,0
Kommunarde1871,1,1,0
87.164.153.23,1,1,0
93.128.23.229,1,1,0
79.230.168.106,1,1,0
85.176.117.142,1,1,0
2003:62:4E45:C201:2C68:E514:743C:8C91,1,1,0
88.73.99.143,1,1,0
Gabriele999,1,1,0
58.95.240.193,1,1,0
84.181.0.141,1,1,0
Kedmanee,1,1,1
130.180.50.94,1,1,0
M@rkus,1,1,0
82.135.88.87,1,1,0
31.19.100.61,1,1,0
82.83.182.211,1,1,0
62.180.36.54,1,1,0
217.238.174.246,1,1,0
Ben85,1,1,0
Dpoersch,1,1,0
80.171.86.20,1,1,0
84.61.186.125,1,1,0
84.58.40.9,1,1,0
85.232.8.149,1,1,0
217.81.238.106,1,1,0
AronX,1,1,0
84.18.147.40,1,1,0
84.56.118.166,1,1,0
Suit,1,1,0
62.226.32.151,1,1,0
84.158.59.6,1,1,0
188.192.52.25,1,1,0
84.162.143.241,1,1,0
62.155.187.27,1,1,0
217.254.60.146,1,1,0
217.235.237.189,1,1,0
87.178.0.149,1,1,0
Tsukamasa,1,1,1
79.241.219.198,1,1,0
77.7.247.205,1,1,0
Roseninsel,1,1,0
87.144.123.46,1,1,0
L.Safranek,1,1,0
84.188.221.114,1,1,0
82.140.19.82,1,1,0
92.206.126.156,1,1,0
Vergrätztes Reptil,1,1,0
88.71.57.124,1,1,0
78.54.3.159,1,1,0
217.187.163.68,1,1,0
Phab,1,1,1
LotharPawliczak,1,1,0
SingleMalt,1,1,0
83.16.143.46,1,1,0
80.123.247.26,1,1,0
Tricatel,1,1,0
79.230.88.210,1,1,0
78.51.36.89,1,1,0
Azimek,1,1,1
81.210.228.38,1,1,0
2A02:8109:8780:3938:D4AB:E085:9AB8:C6A8,1,1,0
Exil,1,1,0
2003:DD:23FE:B982:3909:4F90:2FE3:10D3,1,1,0
217.185.228.85,1,1,0
217.235.240.95,1,1,0
84.165.216.224,1,1,0
89.27.209.50,1,1,0
80.149.176.3,1,1,0
79.246.125.145,1,1,0
217.245.154.15,1,1,0
Bennet Gedan,1,1,0
84.146.67.195,1,1,0
80.171.101.25,1,1,0
88.67.163.102,1,1,0
2A02:8070:5181:1300:C11E:9D47:65E7:717E,1,1,0
91.54.85.235,1,1,0
80.138.49.225,1,1,0
213.157.26.150,1,1,0
Jensre,1,1,1
83.176.122.136,1,1,0
Bert.Kilanowski,1,1,0
92.230.27.43,1,1,0
212.91.251.174,1,1,0
77.12.67.156,1,1,0
212.241.124.115,1,1,0
89.204.139.182,1,1,0
84.129.44.93,1,1,0
62.48.69.230,1,1,0
